Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,SMA_50,RSI_14,MACD_Value,Bollinger_Bands_Upper
1935-05-30,70.97,70.66,72.0,70.05,14070111,-0.4368,1.95,69.8062,51.52,0.8477,74.1241
1935-05-31,70.66,70.75,71.16,68.7,16081374,0.1274,2.46,69.7694,51.95,0.7462,74.0572
1935-06-03,70.75,68.17,72.67,67.6,10342779,-3.6466,5.07,69.6892,40.87,0.4523,74.006
1935-06-04,68.17,68.63,68.85,67.44,3605065,0.6748,1.41,69.6602,43.19,0.2536,73.9916
1935-06-05,68.63,68.22,69.93,67.87,6058814,-0.5974,2.06,69.6198,41.62,0.0623,74.0313
1935-06-06,68.22,66.88,68.61,66.31,4871963,-1.9642,2.3,69.5526,36.9,-0.1951,74.1943
1935-06-07,66.88,65.52,68.45,65.05,5394687,-2.0335,3.4,69.439,32.82,-0.5031,74.5155
1935-06-10,65.52,64.61,65.79,64.14,19301136,-1.3889,1.65,69.3374,30.4,-0.8113,74.847
1935-06-11,64.61,64.42,64.94,62.56,2057633,-0.2941,2.38,69.1974,29.91,-1.0586,75.114
1935-06-12,64.42,63.91,64.6,61.99,12781606,-0.7917,2.61,69.0148,28.56,-1.281,75.3899
1935-06-13,63.91,63.79,65.8,63.66,12449424,-0.1878,2.14,68.843,28.24,-1.4502,75.6247
1935-06-14,63.79,64.83,65.25,62.88,4981135,1.6303,2.37,68.7052,35.07,-1.4833,75.7008
1935-06-17,64.83,64.73,65.03,64.68,14083854,-0.1542,0.35,68.584,34.73,-1.5003,75.7229
1935-06-18,64.73,65.7,65.9,62.69,10111347,1.4985,3.21,68.5136,40.77,-1.4192,75.4277
1935-06-19,65.7,65.6,65.9,64.08,8384479,-0.1522,1.82,68.4602,40.36,-1.3474,75.0174
1935-06-20,65.6,64.6,67.19,64.59,5323626,-1.5244,2.6,68.3666,36.37,-1.3556,74.3665
1935-06-21,64.6,64.16,65.31,63.65,9491255,-0.6811,1.66,68.271,34.75,-1.3816,73.464
1935-06-24,64.16,63.7,64.71,62.5,18250062,-0.717,2.21,68.1812,33.08,-1.423,72.4617
1935-06-25,63.7,61.92,64.77,61.86,8508908,-2.7943,2.91,68.0514,27.58,-1.5812,71.3316
1935-06-26,61.92,63.47,63.83,61.51,10295654,2.5032,2.32,67.9588,37.35,-1.5635,70.543
1935-06-27,63.47,63.24,64.4,62.73,18911467,-0.3624,1.67,67.8624,36.56,-1.5501,69.6878
1935-06-28,63.24,64.03,65.15,63.09,16091043,1.2492,2.06,67.7974,41.16,-1.4589,68.558
1935-07-01,64.03,64.94,65.34,63.39,4605396,1.4212,1.95,67.7464,46.01,-1.2983,68.0695
1935-07-02,64.94,65.26,66.73,64.53,3856935,0.4928,2.2,67.6616,47.65,-1.1321,67.378
1935-07-03,65.26,65.83,67.06,64.81,1201768,0.8734,2.25,67.5862,50.52,-0.9436,66.7648
1935-07-04,65.83,66.28,67.13,64.55,10551760,0.6836,2.58,67.5354,52.73,-0.7492,66.615
1935-07-05,66.28,65.42,66.55,65.02,18825862,-1.2975,1.53,67.464,48.29,-0.6569,66.6004
1935-07-08,65.42,65.71,65.94,64.04,18783042,0.4433,1.9,67.4236,49.83,-0.5541,66.7224
1935-07-09,65.71,65.06,66.82,64.49,7259407,-0.9892,2.33,67.3682,46.5,-0.519,66.7636
1935-07-10,65.06,64.9,65.68,63.76,19849323,-0.2459,1.92,67.3002,45.69,-0.4984,66.7908
1935-07-11,64.9,64.77,65.27,64.71,6370828,-0.2003,0.56,67.257,45.01,-0.4869,66.8005
1935-07-12,64.77,64.89,66.1,64.19,4748006,0.1853,1.91,67.209,45.82,-0.4628,66.8044
1935-07-15,64.89,63.02,64.97,62.03,11818087,-2.8818,2.94,67.117,36.76,-0.5878,66.851
1935-07-16,63.02,62.3,63.33,61.54,13434964,-1.1425,1.79,66.9952,33.98,-0.7365,66.8484
1935-07-17,62.3,61.35,62.68,59.8,11780726,-1.5249,2.88,66.8432,30.68,-0.9204,66.9428
1935-07-18,61.35,61.29,62.47,60.49,1655942,-0.0978,1.98,66.6698,30.48,-1.0587,67.0745
1935-07-19,61.29,61.21,62.23,60.83,3661666,-0.1305,1.4,66.5106,30.19,-1.1615,67.1887
1935-07-22,61.21,62.04,62.09,60.97,12325738,1.356,1.12,66.3476,36.79,-1.1625,67.213
1935-07-23,62.04,62.07,62.38,60.8,2686454,0.0484,1.58,66.1952,37.02,-1.1477,67.2031
1935-07-24,62.07,62.85,63.79,60.31,3700516,1.2566,3.48,66.0732,42.88,-1.0607,67.1984
1935-07-25,62.85,63.15,65.32,61.74,15997692,0.4773,3.58,65.9722,45.0,-0.9566,67.1975
1935-07-26,63.15,63.94,64.69,62.38,1942366,1.251,2.31,65.8814,50.24,-0.8011,67.192
1935-07-29,63.94,62.89,64.5,61.84,14318991,-1.6422,2.66,65.758,44.21,-0.7539,67.07
1935-07-30,62.89,62.79,64.06,61.48,2296844,-0.159,2.58,65.5862,43.67,-0.7163,66.8879
1935-07-31,62.79,61.53,63.75,60.6,18129314,-2.0067,3.15,65.3804,37.49,-0.7792,66.6177
1935-08-01,61.53,61.74,62.66,61.37,3145256,0.3413,1.29,65.1574,39.04,-0.8029,66.1615
1935-08-02,61.74,62.63,63.97,60.16,2222452,1.4415,3.81,64.9402,45.23,-0.7412,65.8312
1935-08-05,62.63,62.68,63.94,60.82,10909627,0.0798,3.12,64.7286,45.57,-0.6805,65.3781
1935-08-06,62.68,60.96,64.82,60.86,17041213,-2.7441,3.96,64.4802,37.16,-0.7624,65.0834
1935-08-07,60.96,61.13,61.5,60.82,8849047,0.2789,0.68,64.2834,38.37,-0.8043,64.7402
1935-08-08,61.13,61.01,61.52,60.76,9335013,-0.1963,0.76,64.0904,37.81,-0.8376,64.3628
1935-08-09,61.01,60.36,61.82,59.51,11229735,-1.0654,2.31,63.8826,34.88,-0.9059,63.9121
1935-08-12,60.36,61.18,61.19,59.41,14769706,1.3585,1.78,63.7428,41.09,-0.8837,63.7995
1935-08-13,61.18,61.28,61.54,59.99,15230744,0.1635,1.55,63.5958,41.82,-0.8483,63.7646
1935-08-14,61.28,60.97,62.5,60.2,8196081,-0.5059,2.3,63.4508,40.16,-0.8356,63.777
1935-08-15,60.97,61.33,61.73,60.67,14257231,0.5905,1.06,63.3398,42.99,-0.7874,63.7764
1935-08-16,61.33,61.81,62.45,60.16,4335120,0.7827,2.29,63.2656,46.62,-0.7024,63.78
1935-08-19,61.81,60.91,63.03,60.64,18990824,-1.4561,2.39,63.1916,41.31,-0.6996,63.7756
1935-08-20,60.91,61.19,61.5,60.87,7924386,0.4597,0.63,63.127,43.47,-0.667,63.7517
1935-08-21,61.19,60.21,62.26,59.76,14710416,-1.6016,2.5,63.053,38.18,-0.7121,63.682
1935-08-22,60.21,60.89,61.57,58.85,1617714,1.1294,2.72,62.995,43.33,-0.6851,63.4733
1935-08-23,60.89,61.07,61.41,60.62,14307630,0.2956,0.79,62.9198,44.65,-0.6418,62.9779
1935-08-26,61.07,61.41,61.61,59.6,9089506,0.5567,2.01,62.8534,47.14,-0.5734,62.743
1935-08-27,61.41,60.41,62.16,59.82,12661668,-1.6284,2.34,62.7476,41.25,-0.593,62.509
1935-08-28,60.41,58.25,60.81,57.2,11217139,-3.5756,3.61,62.6006,31.97,-0.774,62.906
1935-08-29,58.25,58.39,59.55,57.85,11491792,0.2403,1.7,62.4764,33.02,-0.8958,63.0641
1935-08-30,58.39,58.44,58.55,58.12,5710692,0.0856,0.43,62.362,33.42,-0.977,62.9597
1935-09-02,58.44,57.48,58.51,57.27,10405802,-1.6427,1.24,62.2376,29.77,-1.1061,62.9226
1935-09-03,57.48,56.61,58.8,53.98,1984842,-1.5136,4.82,62.1314,26.91,-1.264,63.2189
1935-09-04,56.61,56.29,58.05,55.64,7220179,-0.5653,2.41,61.9878,25.93,-1.3988,63.4151
1935-09-05,56.29,55.94,58.16,55.25,9798286,-0.6218,2.91,61.8418,24.85,-1.5165,63.564
1935-09-06,55.94,55.23,55.97,55.01,8290866,-1.2692,0.96,61.6658,22.79,-1.648,63.7832
1935-09-09,55.23,55.03,55.9,53.45,18544180,-0.3621,2.45,61.4676,22.23,-1.7482,63.8232
1935-09-10,55.03,54.72,56.0,54.09,4200175,-0.5633,1.91,61.2568,21.36,-1.8315,63.7804
1935-09-11,54.72,54.66,54.94,54.51,1455118,-0.1096,0.43,61.0334,21.18,-1.8807,63.6895
1935-09-12,54.66,55.64,56.14,54.07,5061720,1.7929,2.07,60.8206,31.05,-1.8197,63.3786
1935-09-13,55.64,56.1,56.28,55.41,12639308,0.8267,0.87,60.6342,35.16,-1.7144,62.8862
1935-09-16,56.1,55.95,56.26,55.16,4366890,-0.2674,1.1,60.439,34.44,-1.6243,62.5075
1935-09-17,55.95,55.87,57.03,55.15,7753590,-0.143,1.88,60.2552,34.04,-1.5417,62.0108
1935-09-18,55.87,54.78,56.06,54.26,10937779,-1.951,1.8,60.0528,29.08,-1.5463,61.6888
1935-09-19,54.78,55.6,55.71,53.91,19399541,1.4969,1.8,59.8694,36.57,-1.4668,61.1139
1935-09-20,55.6,55.56,56.24,53.89,3950916,-0.0719,2.35,59.6828,36.36,-1.3911,60.3856
1935-09-23,55.56,55.82,56.41,53.93,833079,0.468,2.48,59.5388,38.73,-1.2951,59.366
1935-09-24,55.82,55.11,56.09,54.15,15492083,-1.2719,1.94,59.395,34.91,-1.2618,58.4605
1935-09-25,55.11,54.21,55.65,53.24,16841311,-1.6331,2.41,59.2522,30.77,-1.2932,58.1649
1935-09-26,54.21,53.59,54.35,50.76,11601618,-1.1437,3.59,59.0982,28.28,-1.3524,57.8173
1935-09-27,53.59,52.76,54.37,50.85,1416651,-1.5488,3.52,58.9292,25.33,-1.4497,57.472
1935-09-30,52.76,52.61,53.0,51.37,6457395,-0.2843,1.63,58.7406,24.83,-1.5213,57.314
1935-10-01,52.61,53.46,53.64,50.35,10907370,1.6157,3.29,58.5684,32.97,-1.4923,57.1535
1935-10-02,53.46,53.95,54.72,52.55,19874701,0.9166,2.17,58.3904,37.2,-1.4134,56.9841
1935-10-03,53.95,54.01,55.47,52.65,1490849,0.1112,2.82,58.2076,37.72,-1.3308,56.8508
1935-10-04,54.01,53.66,54.56,52.99,18132838,-0.648,1.57,58.002,35.86,-1.2788,56.8107
1935-10-07,53.66,52.96,54.29,52.45,14106074,-1.3045,1.84,57.8034,32.42,-1.2793,56.8268
1935-10-08,52.96,50.31,53.21,49.51,749594,-5.0038,3.7,57.5538,23.31,-1.4765,57.2894
1935-10-09,50.31,49.53,50.35,49.39,4895911,-1.5504,0.96,57.3138,21.4,-1.6764,57.7218
1935-10-10,49.53,49.39,50.7,48.0,10199552,-0.2827,2.7,57.0668,21.07,-1.8251,57.8844
1935-10-11,49.39,47.12,50.5,45.41,9980482,-4.5961,5.09,56.7566,16.57,-2.1019,58.2404
1935-10-14,47.12,47.43,48.13,46.91,3534917,0.6579,1.22,56.4516,19.11,-2.2701,58.3032
1935-10-15,47.43,47.96,48.26,47.37,489190,1.1174,0.89,56.1916,23.41,-2.3337,58.1406
1935-10-16,47.96,48.03,49.14,47.84,1201778,0.146,1.3,55.9296,23.98,-2.3513,58.0292
1935-10-17,48.03,47.05,48.33,46.81,19774623,-2.0404,1.52,55.6504,21.54,-2.4166,57.7871
1935-10-18,47.05,45.63,47.99,44.59,12754646,-3.0181,3.4,55.3558,18.6,-2.5534,57.5878
1935-10-21,45.63,45.67,46.45,45.11,3651292,0.0877,1.34,55.0456,18.93,-2.6283,57.1574
1935-10-22,45.67,45.44,46.85,45.13,15127766,-0.5036,1.72,54.7288,18.46,-2.6754,56.7385
1935-10-23,45.44,47.33,47.66,44.43,19900365,4.1593,3.23,54.456,33.21,-2.531,56.2358
1935-10-24,47.33,47.03,47.46,46.88,3461935,-0.6338,0.58,54.17,32.22,-2.413,55.7803
1935-10-25,47.03,47.2,47.22,46.91,17595420,0.3615,0.31,53.8778,33.43,-2.2795,55.3974
1935-10-28,47.2,48.41,49.46,47.08,5723015,2.5636,2.38,53.6278,41.5,-2.0524,54.9922
1935-10-29,48.41,47.94,49.23,47.09,3996995,-0.9709,2.14,53.3628,39.49,-1.8885,54.3597
1935-10-30,47.94,48.09,48.8,47.45,4954009,0.3129,1.35,53.1204,40.48,-1.7267,53.5145
1935-10-31,48.09,47.79,49.01,47.58,1143765,-0.6238,1.43,52.8584,39.11,-1.6041,52.486
1935-11-01,47.79,46.86,49.59,45.46,18925522,-1.946,4.13,52.5742,35.13,-1.564,51.3216
1935-11-04,46.86,47.54,47.88,44.44,1428506,1.4511,3.44,52.2968,39.94,-1.4605,50.0827
1935-11-05,47.54,48.46,48.5,47.11,1498670,1.9352,1.39,52.0578,45.8,-1.2894,49.6836
1935-11-06,48.46,49.5,50.2,47.87,1270790,2.1461,2.33,51.8828,51.55,-1.0577,49.6763
1935-11-07,49.5,49.11,51.66,48.3,3600398,-0.7879,3.36,51.6972,49.43,-0.8952,49.6141
1935-11-08,49.11,49.32,49.7,48.5,15112931,0.4276,1.2,51.5148,50.61,-0.7409,49.868
1935-11-11,49.32,49.48,50.19,49.07,16829079,0.3244,1.12,51.3548,51.53,-0.5989,50.1198
1935-11-12,49.48,48.38,50.62,46.3,9192756,-2.2231,4.32,51.1902,45.25,-0.5685,50.1578
1935-11-13,48.38,49.55,50.36,46.68,7888949,2.4184,3.68,51.0554,51.96,-0.4449,50.3662
1935-11-14,49.55,49.96,51.11,49.12,9391207,0.8274,1.99,50.9358,54.08,-0.3102,50.6603
1935-11-15,49.96,50.42,52.28,49.39,16392787,0.9207,2.89,50.8396,56.41,-0.1645,50.889
1935-11-18,50.42,50.19,53.5,48.44,18799896,-0.4562,5.06,50.7428,54.91,-0.0669,50.9868
1935-11-19,50.19,49.64,51.18,49.02,12939899,-1.0958,2.16,50.6412,51.39,-0.0334,50.8428
1935-11-20,49.64,50.38,50.51,48.69,14284634,1.4907,1.82,50.5556,55.52,0.0522,51.0433
1935-11-21,50.38,51.4,51.5,49.5,11745803,2.0246,2.0,50.4708,60.5,0.2,51.3963
1935-11-22,51.4,51.36,51.42,50.28,11184481,-0.0778,1.14,50.376,60.21,0.3104,51.674
1935-11-25,51.36,52.45,54.46,49.61,17431202,2.1223,4.85,50.306,65.04,0.4802,52.2396
1935-11-26,52.45,53.14,53.45,51.84,12802935,1.3155,1.61,50.2514,67.71,0.6629,52.8674
1935-11-27,53.14,52.22,53.52,51.48,8340954,-1.7313,2.04,50.2002,61.02,0.7251,53.1805
1935-11-28,52.22,52.61,52.83,52.18,629818,0.7468,0.65,50.1404,62.7,0.7966,53.4886
1935-11-29,52.61,51.84,53.37,50.78,5151443,-1.4636,2.59,50.066,57.43,0.7822,53.4559
1935-12-02,51.84,50.83,52.19,50.25,7768062,-1.9483,1.94,49.9662,51.33,0.6814,53.3294
1935-12-03,50.83,52.47,54.49,49.5,4670407,3.2264,4.99,49.9134,58.95,0.7255,53.4855
1935-12-04,52.47,50.77,53.4,50.62,18261770,-3.2399,2.78,49.8446,50.18,0.6161,53.4896
1935-12-05,50.77,51.76,51.93,50.5,9461486,1.95,1.43,49.808,54.43,0.6024,53.537
1935-12-06,51.76,53.4,54.22,51.7,5662584,3.1685,2.52,49.8208,60.45,0.7156,53.8529
1935-12-09,53.4,52.36,53.99,51.05,18991379,-1.9476,2.94,49.8158,55.45,0.7132,53.9377
1935-12-10,52.36,51.65,52.89,50.59,11318403,-1.356,2.3,49.7796,52.27,0.6466,53.7367
1935-12-11,51.65,52.39,53.44,50.91,10441632,1.4327,2.53,49.7484,55.16,0.646,53.74
1935-12-12,52.39,50.64,52.54,49.85,9033650,-3.3403,2.69,49.681,47.79,0.4986,53.6883
1935-12-13,50.64,51.26,52.7,50.29,14861536,1.2243,2.41,49.633,50.32,0.4269,53.6636
1935-12-16,51.26,51.77,51.98,50.9,17634279,0.9949,1.08,49.6092,52.37,0.4065,53.6246
1935-12-17,51.77,51.56,52.18,49.92,9418902,-0.4056,2.26,49.6342,51.43,0.3692,53.4553
1935-12-18,51.56,53.57,53.95,51.27,17237274,3.8984,2.68,49.715,59.01,0.4961,53.6481
1935-12-19,53.57,52.61,54.18,51.26,1190410,-1.792,2.92,49.7794,54.62,0.5132,53.7089
1935-12-20,52.61,54.82,55.43,52.38,18950322,4.2007,3.05,49.9334,61.68,0.6971,54.2609
1935-12-23,54.82,55.05,55.08,54.15,1146729,0.4196,0.93,50.0858,62.34,0.8516,54.753
1935-12-24,55.05,53.08,56.08,53.02,9507992,-3.5786,3.06,50.1882,53.83,0.8058,54.7459
1935-12-25,53.08,52.93,54.11,52.45,10091130,-0.2826,1.66,50.2862,53.24,0.7488,54.7952
1935-12-26,52.93,51.57,53.52,50.72,8253142,-2.5694,2.8,50.3766,48.04,0.587,54.7659
1935-12-27,51.57,52.32,52.55,51.14,6551208,1.4543,1.41,50.5104,50.89,0.5135,54.7796
1935-12-30,52.32,54.09,54.77,51.88,9086671,3.383,2.89,50.6788,56.89,0.5912,54.9533
1935-12-31,54.09,53.46,54.11,51.11,5886671,-1.1647,3.0,50.8392,54.34,0.5951,55.0397
1936-01-01,53.46,52.41,53.91,51.93,3230730,-1.9641,1.98,50.9408,50.3,0.5076,54.9782
1936-01-02,52.41,52.51,53.08,51.3,11324593,0.1908,1.78,51.0504,50.68,0.4412,54.9804
1936-01-03,52.51,52.93,53.22,51.9,12194253,0.7998,1.32,51.165,52.31,0.4177,54.9352
1936-01-06,52.93,53.04,53.68,52.84,12479686,0.2078,0.84,51.2576,52.75,0.4033,54.9713
1936-01-07,53.04,52.34,55.07,51.77,824415,-1.3198,3.3,51.3456,49.61,0.3316,54.9606
1936-01-08,52.34,50.2,52.97,49.68,17403517,-4.0887,3.29,51.3878,41.48,0.1009,55.1166
1936-01-09,50.2,49.3,52.31,47.8,19894582,-1.7928,4.51,51.418,38.61,-0.1528,55.3271
1936-01-10,49.3,48.82,49.88,47.4,17636550,-0.9736,2.48,51.4572,37.13,-0.3881,55.6235
1936-01-13,48.82,50.57,51.49,48.76,2035646,3.5846,2.73,51.5178,45.33,-0.4284,55.6582
1936-01-14,50.57,50.27,51.58,49.62,203253,-0.5932,1.96,51.554,44.27,-0.4791,55.708
1936-01-15,50.27,52.22,52.36,49.42,5603735,3.8791,2.94,51.6084,52.14,-0.3577,55.5873
1936-01-16,52.22,51.96,53.49,50.34,5274854,-0.4979,3.15,51.6654,51.1,-0.2793,55.5517
1936-01-17,51.96,52.13,53.5,50.01,18034464,0.3272,3.49,51.7216,51.78,-0.2012,55.1816
1936-01-20,52.13,51.64,52.4,51.1,19810744,-0.94,1.3,51.7648,49.65,-0.1767,54.6782
1936-01-21,51.64,51.28,52.32,50.21,2506614,-0.6971,2.11,51.8228,48.09,-0.1843,54.5423
1936-01-22,51.28,50.47,53.83,49.95,2517761,-1.5796,3.88,51.8412,44.68,-0.2527,54.4264
1936-01-23,50.47,50.65,51.62,49.94,6743111,0.3566,1.68,51.855,45.6,-0.2891,54.4185
1936-01-24,50.65,52.41,53.17,49.98,11429469,3.4748,3.19,51.8948,53.73,-0.1739,54.4279
1936-01-27,52.41,50.88,54.2,50.7,8940918,-2.9193,3.5,51.9086,47.14,-0.2037,54.0325
1936-01-28,50.88,50.09,50.95,49.98,18858534,-1.5527,0.97,51.9176,44.12,-0.2878,53.7549
1936-01-29,50.09,50.54,50.69,49.79,17782196,0.8984,0.9,51.9208,46.23,-0.3144,53.6265
1936-01-30,50.54,49.33,52.69,48.45,386173,-2.3941,4.24,51.8794,41.68,-0.4283,53.5259
1936-01-31,49.33,49.94,51.03,49.2,9233327,1.2366,1.83,51.851,44.64,-0.4639,53.2573
1936-02-03,49.94,49.53,50.59,48.6,3244981,-0.821,1.99,51.7926,43.06,-0.5193,52.9297
1936-02-04,49.53,47.6,51.01,46.95,7752119,-3.8966,4.06,51.6818,36.5,-0.7107,52.9659
1936-02-05,47.6,47.69,49.67,47.37,5519747,0.1891,2.3,51.5912,36.98,-0.8454,53.1392
1936-02-06,47.69,48.32,48.45,46.59,1330715,1.321,1.86,51.5054,40.39,-0.891,53.2019
1936-02-07,48.32,48.97,50.43,47.95,16541321,1.3452,2.48,51.448,43.77,-0.8648,53.1938
1936-02-10,48.97,49.41,51.41,48.8,17562034,0.8985,2.61,51.4196,46.01,-0.7992,53.1616
1936-02-11,49.41,51.19,51.75,49.32,10967647,3.6025,2.43,51.394,53.97,-0.5968,53.237
1936-02-12,51.19,51.38,51.55,50.23,8527354,0.3712,1.32,51.4062,54.73,-0.4162,53.1023
1936-02-13,51.38,50.87,52.4,50.77,14274956,-0.9926,1.63,51.3884,52.22,-0.3107,52.9512
1936-02-14,50.87,50.61,51.63,49.81,17856418,-0.5111,1.82,51.3326,50.93,-0.2452,52.732
1936-02-17,50.61,50.14,51.8,49.13,6547503,-0.9287,2.67,51.2882,48.6,-0.2286,52.5592
1936-02-18,50.14,50.21,50.78,49.08,2186093,0.1396,1.7,51.2594,48.98,-0.2074,52.441
1936-02-19,50.21,49.43,50.45,48.82,1190454,-1.5535,1.63,51.2002,45.04,-0.2507,52.3922
1936-02-20,49.43,48.26,49.58,47.55,8834326,-2.367,2.03,51.1526,39.87,-0.3751,52.363
1936-02-21,48.26,47.32,49.1,47.09,1808268,-1.9478,2.01,51.0738,36.26,-0.5432,52.043
1936-02-24,47.32,46.72,48.11,46.53,7492257,-1.268,1.58,50.9728,34.14,-0.7166,52.0669
1936-02-25,46.72,47.49,48.09,46.49,9900233,1.6481,1.6,50.8914,39.07,-0.7829,52.0413
1936-02-26,47.49,48.72,49.75,47.4,19166134,2.59,2.35,50.7944,46.02,-0.7278,51.8909
1936-02-27,48.72,48.9,49.41,48.04,6722928,0.3695,1.37,50.7202,46.97,-0.6619,51.8704
1936-02-28,48.9,48.44,49.72,48.14,17626774,-0.9407,1.58,50.5926,44.79,-0.6395,51.7847
1936-03-02,48.44,48.3,48.59,48.14,11030381,-0.289,0.45,50.4576,44.12,-0.6258,51.7341
1936-03-03,48.3,48.04,48.76,47.1,17043066,-0.5383,1.66,50.3568,42.84,-0.6287,51.7155
1936-03-04,48.04,47.91,50.41,46.81,16213745,-0.2706,3.6,50.2564,42.18,-0.6342,51.7053
1936-03-05,47.91,46.97,48.01,46.43,3663785,-1.962,1.58,50.1644,37.66,-0.7062,51.778
1936-03-06,46.97,47.69,48.35,46.66,5296151,1.5329,1.69,50.0718,42.72,-0.6971,51.771
1936-03-09,47.69,47.09,48.13,46.35,17638304,-1.2581,1.78,49.9318,39.82,-0.73,51.754
1936-03-10,47.09,46.27,47.53,45.9,1301066,-1.7413,1.63,49.788,36.21,-0.8128,51.4839
1936-03-11,46.27,46.63,48.03,46.25,7893836,0.778,1.78,49.6724,38.83,-0.8397,51.0403
1936-03-12,46.63,47.96,50.0,46.41,18321462,2.8522,3.59,49.5814,47.44,-0.7451,50.6151
1936-03-13,47.96,47.01,48.28,46.96,5170392,-1.9808,1.32,49.463,42.81,-0.7383,50.1937
1936-03-16,47.01,46.9,47.05,45.41,1589652,-0.234,1.64,49.3402,42.29,-0.7333,49.8301
1936-03-17,46.9,46.22,47.47,45.84,15194521,-1.4499,1.63,49.2178,39.16,-0.7753,49.4095
1936-03-18,46.22,46.48,47.12,45.67,787626,0.5625,1.45,49.1434,40.96,-0.7786,49.1122
1936-03-19,46.48,48.83,49.8,45.61,3361002,5.0559,4.19,49.134,54.18,-0.5849,49.2166
1936-03-20,48.83,50.12,51.25,48.43,7391600,2.6418,2.82,49.16,59.54,-0.3235,49.7148
1936-03-23,50.12,50.49,50.89,49.34,9681952,0.7382,1.55,49.1584,60.95,-0.0856,50.2144
1936-03-24,50.49,51.22,51.38,49.67,19274392,1.4458,1.71,49.1774,63.64,0.1601,50.8341
1936-03-25,51.22,51.42,52.33,50.95,3232060,0.3905,1.38,49.1614,64.36,0.3667,51.3451
1936-03-26,51.42,49.37,52.73,47.11,3140429,-3.9868,5.62,49.1096,52.75,0.3608,51.3988
1936-03-27,49.37,48.08,50.7,47.41,19176357,-2.6129,3.29,49.0286,47.01,0.2492,51.3784
1936-03-30,48.08,48.03,50.09,45.97,15019230,-0.104,4.12,48.9564,46.8,0.155,51.3645
1936-03-31,48.03,47.37,49.37,47.18,5999014,-1.3741,2.19,48.8782,43.97,0.0267,51.3491
1936-04-01,47.37,48.09,49.64,45.88,10113604,1.5199,3.76,48.8306,47.68,-0.0167,51.3568
1936-04-02,48.09,47.84,48.67,47.75,18453468,-0.5199,0.92,48.7744,46.53,-0.0704,51.3589
1936-04-03,47.84,48.58,48.71,46.82,14666220,1.5468,1.89,48.6978,50.36,-0.0527,51.4009
1936-04-06,48.58,48.08,48.98,46.96,16148670,-1.0292,2.02,48.6418,47.86,-0.0781,51.4085
1936-04-07,48.08,47.43,48.98,47.4,18839497,-1.3519,1.58,48.5886,44.76,-0.1489,51.3541
1936-04-08,47.43,46.49,48.54,46.3,14271186,-1.9819,2.24,48.5076,40.66,-0.2777,51.3639
1936-04-09,46.49,46.27,49.37,45.93,15443281,-0.4732,3.44,48.4464,39.74,-0.393,51.4094
1936-04-10,46.27,44.31,47.13,43.33,8481164,-4.236,3.8,48.3338,32.66,-0.6352,51.6903
1936-04-13,44.31,45.31,45.79,43.03,10029908,2.2568,2.76,48.2494,38.66,-0.738,51.7861
1936-04-14,45.31,45.85,46.34,43.82,8750344,1.1918,2.52,48.2144,41.69,-0.767,51.8077
1936-04-15,45.85,43.76,45.89,43.61,14057458,-4.5583,2.28,48.1358,34.58,-0.9477,52.0694
1936-04-16,43.76,44.34,44.52,42.73,6334819,1.3254,1.79,48.0562,37.75,-1.0322,52.0949
1936-04-17,44.34,44.9,45.45,43.44,15492233,1.263,2.01,47.9748,40.74,-1.042,51.8295
1936-04-20,44.9,44.15,45.19,44.08,1206088,-1.6704,1.11,47.8696,38.1,-1.0976,51.4774
1936-04-21,44.15,42.23,44.33,42.14,8208047,-4.3488,2.19,47.6904,32.33,-1.2819,51.0682
1936-04-22,42.23,41.45,43.47,40.82,16359605,-1.847,2.65,47.4918,30.32,-1.4738,50.5276
1936-04-23,41.45,42.76,44.02,41.19,6926378,3.1604,2.83,47.3296,37.36,-1.5029,50.1549
1936-04-24,42.76,43.15,44.05,41.1,11313391,0.9121,2.95,47.1804,39.33,-1.4775,49.915
1936-04-27,43.15,42.88,44.12,42.87,2371401,-0.6257,1.25,47.0352,38.43,-1.4622,49.6416
1936-04-28,42.88,44.8,45.72,41.56,3681421,4.4776,4.16,46.927,47.6,-1.2805,49.4021
1936-04-29,44.8,44.67,45.68,44.22,8287992,-0.2902,1.46,46.8318,47.09,-1.1338,49.0001
1936-04-30,44.67,45.7,46.14,44.66,17441411,2.3058,1.48,46.7806,51.53,-0.9239,48.6799
1936-05-01,45.7,45.99,46.86,44.36,16893841,0.6346,2.5,46.754,52.74,-0.7257,48.1765
1936-05-04,45.99,45.86,46.82,45.56,7107249,-0.2827,1.26,46.7368,52.11,-0.5726,47.7385
1936-05-05,45.86,44.67,48.1,43.62,18226941,-2.5949,4.48,46.6804,46.66,-0.541,47.3069
1936-05-06,44.67,45.18,46.13,44.58,10586492,1.1417,1.55,46.6096,49.12,-0.4694,47.1025
1936-05-07,45.18,45.89,46.81,44.71,17502632,1.5715,2.1,46.5494,52.4,-0.3513,47.0331
1936-05-08,45.89,45.66,46.84,44.84,3262197,-0.5012,2.0,46.4938,51.25,-0.2731,47.1601
1936-05-11,45.66,46.09,46.82,45.13,14720229,0.9417,1.69,46.4496,53.32,-0.1744,47.2723
1936-05-12,46.09,46.81,48.14,44.99,10801160,1.5622,3.15,46.425,56.64,-0.0377,47.449
